id;title;allday;start;end;created;description;url_public;url_admin;location_id;location_type;location_name;campus_id;campus_name;category_id;category_name;owner_id;owner_name;owner_email;presenter;calendar_id;calendar_name;calendar_public;calendar_admin;registration;color;featured_image;featured_image_alt_text;more_info;setup_time;teardown_time;audience;registration_form_id;registration_series_linked;has_registration_opened;registration_open_at;has_registration_closed;registration_close_at;physical_seats;physical_seats_taken;online_seats;online_seats_taken;seats_taken;wait_list;online_user_id;online_meeting_id;online_host_url;online_join_url;online_join_password;online_provider
4414217;Åbent værksted i Labbet / drop in consultations at KUB Datalab;FALSE;2026-08-05T10:30:00Z;2026-08-05T12:30:00Z;2025-09-04T12:38:48Z;"<p>Having problems importing data? Or cleaning it? Is the structure weird, or are you getting strange error messages when you try to fit a model?</p>

<p>Drop in with your data and your problem, and we will do our best to help you. We offer no opinions on what statistical test you should run on your data. But we will get it to work.&nbsp;</p>

<p>No registration required, we try to assist everyone, but if necessary on a &quot;first-come, first-served&quot; basis</p>";https://kubkalender.kb.dk/event/4414217;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=4414217;21575;2;Library Lighthouse, Zone 3;41;Nørre Campus;33562;Analysis;16332;Christian Knudsen;cbk@kb.dk;Søren Davidsen, Henrik Hornemann & Christian Knudsen;6416;Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;FALSE;#18E0F2;https://lcimages-eu.s3.amazonaws.com/data/feat_img/1069/6416/1680706557.jpg;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4414217;Åbent værksted i Labbet / drop in consultations at KUB Datalab;FALSE;2026-08-05T10:30:00Z;2026-08-05T12:30:00Z;2025-09-04T12:38:48Z;"<p>Having problems importing data? Or cleaning it? Is the structure weird, or are you getting strange error messages when you try to fit a model?</p>

<p>Drop in with your data and your problem, and we will do our best to help you. We offer no opinions on what statistical test you should run on your data. But we will get it to work.&nbsp;</p>

<p>No registration required, we try to assist everyone, but if necessary on a &quot;first-come, first-served&quot; basis</p>";https://kubkalender.kb.dk/event/4414217;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=4414217;21575;2;Library Lighthouse, Zone 3;41;Nørre Campus;33561;Cleaning;16332;Christian Knudsen;cbk@kb.dk;Søren Davidsen, Henrik Hornemann & Christian Knudsen;6416;Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;FALSE;#18E0F2;https://lcimages-eu.s3.amazonaws.com/data/feat_img/1069/6416/1680706557.jpg;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4414217;Åbent værksted i Labbet / drop in consultations at KUB Datalab;FALSE;2026-08-05T10:30:00Z;2026-08-05T12:30:00Z;2025-09-04T12:38:48Z;"<p>Having problems importing data? Or cleaning it? Is the structure weird, or are you getting strange error messages when you try to fit a model?</p>

<p>Drop in with your data and your problem, and we will do our best to help you. We offer no opinions on what statistical test you should run on your data. But we will get it to work.&nbsp;</p>

<p>No registration required, we try to assist everyone, but if necessary on a &quot;first-come, first-served&quot; basis</p>";https://kubkalender.kb.dk/event/4414217;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=4414217;21575;2;Library Lighthouse, Zone 3;41;Nørre Campus;33560;Harvesting;16332;Christian Knudsen;cbk@kb.dk;Søren Davidsen, Henrik Hornemann & Christian Knudsen;6416;Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;FALSE;#18E0F2;https://lcimages-eu.s3.amazonaws.com/data/feat_img/1069/6416/1680706557.jpg;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4414217;Åbent værksted i Labbet / drop in consultations at KUB Datalab;FALSE;2026-08-05T10:30:00Z;2026-08-05T12:30:00Z;2025-09-04T12:38:48Z;"<p>Having problems importing data? Or cleaning it? Is the structure weird, or are you getting strange error messages when you try to fit a model?</p>

<p>Drop in with your data and your problem, and we will do our best to help you. We offer no opinions on what statistical test you should run on your data. But we will get it to work.&nbsp;</p>

<p>No registration required, we try to assist everyone, but if necessary on a &quot;first-come, first-served&quot; basis</p>";https://kubkalender.kb.dk/event/4414217;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=4414217;21575;2;Library Lighthouse, Zone 3;41;Nørre Campus;33563;Visualisation;16332;Christian Knudsen;cbk@kb.dk;Søren Davidsen, Henrik Hornemann & Christian Knudsen;6416;Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;FALSE;#18E0F2;https://lcimages-eu.s3.amazonaws.com/data/feat_img/1069/6416/1680706557.jpg;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4414217;Åbent værksted i Labbet / drop in consultations at KUB Datalab;FALSE;2026-08-05T10:30:00Z;2026-08-05T12:30:00Z;2025-09-04T12:38:48Z;"<p>Having problems importing data? Or cleaning it? Is the structure weird, or are you getting strange error messages when you try to fit a model?</p>

<p>Drop in with your data and your problem, and we will do our best to help you. We offer no opinions on what statistical test you should run on your data. But we will get it to work.&nbsp;</p>

<p>No registration required, we try to assist everyone, but if necessary on a &quot;first-come, first-served&quot; basis</p>";https://kubkalender.kb.dk/event/4414217;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=4414217;21575;2;Library Lighthouse, Zone 3;41;Nørre Campus;32027;Datalab;16332;Christian Knudsen;cbk@kb.dk;Søren Davidsen, Henrik Hornemann & Christian Knudsen;6416;Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;FALSE;#18E0F2;https://lcimages-eu.s3.amazonaws.com/data/feat_img/1069/6416/1680706557.jpg;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4545160;Python for absolutte nybegyndere del 1 (dansk), #summer(school);FALSE;2026-08-10T07:01:00Z;2026-08-10T10:00:00Z;2026-05-27T06:22:36Z;"<p><br />
<strong>Dette kursus er en del af vores Python Sommerskole. Vi tilbyder Python-kurser hele ugen fra den 10.-14. august.<br />
Du kan tilmelde dig &eacute;t kursus eller lige s&aring; mange, du har lyst til.</strong></p>

<p>Python for absolutte nybegyndere del 1 &amp; 2 er vores grundkurser. N&aring;r du har gennemf&oslash;rt dem - eller hvis du allerede har tilsvarende erfaring med Python - kan du deltage p&aring; alle de &oslash;vrige Python-kurser i sommerskolen.</p>

<p>Du kan finde alt vores kursusmateriale her:&nbsp;<a href=""https://kubdatalab.github.io/python"" target=""_blank"">https://kubdatalab.github.io/python</a></p>

<p>Og tilmelde dig flere kurser her:&nbsp;<a href=""https://kubkalender.kb.dk/calendar/datalab"" target=""_blank"">https://kubkalender.kb.dk/calendar/datalab</a></p>

<p>---</p>

<p>Dette kursus er for studerende, der aldrig har programmeret f&oslash;r og gerne vil l&aelig;re Python helt fra bunden.</p>

<p>Virker matematik, tal og kryptiske Python-scripts lidt intimiderende? Bare rolig! Vi gennemg&aring;r alle de grundl&aelig;ggende begreber og byggesten trin for trin, s&aring; du kan komme godt i gang med Python - ogs&aring; selvom du aldrig har skrevet kode f&oslash;r.</p>

<p>Du bliver blandt andet introduceret til variabler og datatyper og l&aelig;rer at skrive simple scripts, der arbejder med data gennem eksempelvis lister, l&oslash;kker og betingelser. N&aring;r kurset er slut, vil du have en grundl&aelig;ggende forst&aring;else for, hvordan Python fungerer, og hvordan et computerprogram &ldquo;t&aelig;nker&rdquo;. Det eneste, vi forventer af dig, er lysten til at l&aelig;re. Vi gl&aelig;der os til at se dig!</p>

<p>Kurset er opdelt i to dele. I f&oslash;rste del ser vi p&aring; forskellige datatyper i Python og p&aring;, hvordan data gemmes og h&aring;ndteres. Det fungerer som en introduktion til de mest grundl&aelig;ggende elementer i Python-programmering.</p>

<p>I anden del bygger vi videre p&aring; det grundl&aelig;ggende og sammens&aelig;tter byggestenene til sm&aring; scripts. Hvis du allerede har lidt erfaring med Python, kan du sagtens springe f&oslash;rste del over. Ellers anbefaler vi, at du starter med del 1 og derefter forts&aelig;tter med del 2.</p>

<p>&nbsp;</p>

<p><strong>Praktisk information:</strong> Vi arbejder i Jupyter Lab / Jupyter Notebook, som kr&aelig;ver en mindre installation. Du kan dog ogs&aring; v&aelig;lge at arbejde i Google Colab eller ERDA, som kun kr&aelig;ver henholdsvis en Google-konto eller en KU-konto. Du kan finde mere information og hj&aelig;lp under &ldquo;Install &amp; Run Python&rdquo; p&aring; kursussiden:<br />
<a href=""https://kubdatalab.github.io/python/docs/howto/setup.html"" target=""_blank"">https://kubdatalab.github.io/python/docs/howto/setup.html</a></p>

<p>&nbsp;</p>";https://kubkalender.kb.dk/event/4545160;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=4545160;98;0;Library Lighthouse, zone 1, Library Lighthouse, zone 2;41;Nørre Campus;33562;Analysis;28221;Daniel Pryn;pryn@kb.dk;Benjamin Derksen & Daniel Pryn;6416;Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;TRUE;#18E0F2;https://dkou0skpxpnwz.cloudfront.net/customers/105/images/python_summer_editiion.png;python summer edition;NA;0;0;NA;5673;FALSE;TRUE;2026-05-27T06:22:36Z;TRUE;2026-08-10T10:00:00Z;45;45;0;0;45;TRUE;NA;NA;NA;NA;NA;NA
4545160;Python for absolutte nybegyndere del 1 (dansk), #summer(school);FALSE;2026-08-10T07:01:00Z;2026-08-10T10:00:00Z;2026-05-27T06:22:36Z;"<p><br />
<strong>Dette kursus er en del af vores Python Sommerskole. Vi tilbyder Python-kurser hele ugen fra den 10.-14. august.<br />
Du kan tilmelde dig &eacute;t kursus eller lige s&aring; mange, du har lyst til.</strong></p>

<p>Python for absolutte nybegyndere del 1 &amp; 2 er vores grundkurser. N&aring;r du har gennemf&oslash;rt dem - eller hvis du allerede har tilsvarende erfaring med Python - kan du deltage p&aring; alle de &oslash;vrige Python-kurser i sommerskolen.</p>

<p>Du kan finde alt vores kursusmateriale her:&nbsp;<a href=""https://kubdatalab.github.io/python"" target=""_blank"">https://kubdatalab.github.io/python</a></p>

<p>Og tilmelde dig flere kurser her:&nbsp;<a href=""https://kubkalender.kb.dk/calendar/datalab"" target=""_blank"">https://kubkalender.kb.dk/calendar/datalab</a></p>

<p>---</p>

<p>Dette kursus er for studerende, der aldrig har programmeret f&oslash;r og gerne vil l&aelig;re Python helt fra bunden.</p>

<p>Virker matematik, tal og kryptiske Python-scripts lidt intimiderende? Bare rolig! Vi gennemg&aring;r alle de grundl&aelig;ggende begreber og byggesten trin for trin, s&aring; du kan komme godt i gang med Python - ogs&aring; selvom du aldrig har skrevet kode f&oslash;r.</p>

<p>Du bliver blandt andet introduceret til variabler og datatyper og l&aelig;rer at skrive simple scripts, der arbejder med data gennem eksempelvis lister, l&oslash;kker og betingelser. N&aring;r kurset er slut, vil du have en grundl&aelig;ggende forst&aring;else for, hvordan Python fungerer, og hvordan et computerprogram &ldquo;t&aelig;nker&rdquo;. Det eneste, vi forventer af dig, er lysten til at l&aelig;re. Vi gl&aelig;der os til at se dig!</p>

<p>Kurset er opdelt i to dele. I f&oslash;rste del ser vi p&aring; forskellige datatyper i Python og p&aring;, hvordan data gemmes og h&aring;ndteres. Det fungerer som en introduktion til de mest grundl&aelig;ggende elementer i Python-programmering.</p>

<p>I anden del bygger vi videre p&aring; det grundl&aelig;ggende og sammens&aelig;tter byggestenene til sm&aring; scripts. Hvis du allerede har lidt erfaring med Python, kan du sagtens springe f&oslash;rste del over. Ellers anbefaler vi, at du starter med del 1 og derefter forts&aelig;tter med del 2.</p>

<p>&nbsp;</p>

<p><strong>Praktisk information:</strong> Vi arbejder i Jupyter Lab / Jupyter Notebook, som kr&aelig;ver en mindre installation. Du kan dog ogs&aring; v&aelig;lge at arbejde i Google Colab eller ERDA, som kun kr&aelig;ver henholdsvis en Google-konto eller en KU-konto. Du kan finde mere information og hj&aelig;lp under &ldquo;Install &amp; Run Python&rdquo; p&aring; kursussiden:<br />
<a href=""https://kubdatalab.github.io/python/docs/howto/setup.html"" target=""_blank"">https://kubdatalab.github.io/python/docs/howto/setup.html</a></p>

<p>&nbsp;</p>";https://kubkalender.kb.dk/event/4545160;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=4545160;98;0;Library Lighthouse, zone 1, Library Lighthouse, zone 2;41;Nørre Campus;36626;Python;28221;Daniel Pryn;pryn@kb.dk;Benjamin Derksen & Daniel Pryn;6416;Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;TRUE;#18E0F2;https://dkou0skpxpnwz.cloudfront.net/customers/105/images/python_summer_editiion.png;python summer edition;NA;0;0;NA;5673;FALSE;TRUE;2026-05-27T06:22:36Z;TRUE;2026-08-10T10:00:00Z;45;45;0;0;45;TRUE;NA;NA;NA;NA;NA;NA
4545160;Python for absolutte nybegyndere del 1 (dansk), #summer(school);FALSE;2026-08-10T07:01:00Z;2026-08-10T10:00:00Z;2026-05-27T06:22:36Z;"<p><br />
<strong>Dette kursus er en del af vores Python Sommerskole. Vi tilbyder Python-kurser hele ugen fra den 10.-14. august.<br />
Du kan tilmelde dig &eacute;t kursus eller lige s&aring; mange, du har lyst til.</strong></p>

<p>Python for absolutte nybegyndere del 1 &amp; 2 er vores grundkurser. N&aring;r du har gennemf&oslash;rt dem - eller hvis du allerede har tilsvarende erfaring med Python - kan du deltage p&aring; alle de &oslash;vrige Python-kurser i sommerskolen.</p>

<p>Du kan finde alt vores kursusmateriale her:&nbsp;<a href=""https://kubdatalab.github.io/python"" target=""_blank"">https://kubdatalab.github.io/python</a></p>

<p>Og tilmelde dig flere kurser her:&nbsp;<a href=""https://kubkalender.kb.dk/calendar/datalab"" target=""_blank"">https://kubkalender.kb.dk/calendar/datalab</a></p>

<p>---</p>

<p>Dette kursus er for studerende, der aldrig har programmeret f&oslash;r og gerne vil l&aelig;re Python helt fra bunden.</p>

<p>Virker matematik, tal og kryptiske Python-scripts lidt intimiderende? Bare rolig! Vi gennemg&aring;r alle de grundl&aelig;ggende begreber og byggesten trin for trin, s&aring; du kan komme godt i gang med Python - ogs&aring; selvom du aldrig har skrevet kode f&oslash;r.</p>

<p>Du bliver blandt andet introduceret til variabler og datatyper og l&aelig;rer at skrive simple scripts, der arbejder med data gennem eksempelvis lister, l&oslash;kker og betingelser. N&aring;r kurset er slut, vil du have en grundl&aelig;ggende forst&aring;else for, hvordan Python fungerer, og hvordan et computerprogram &ldquo;t&aelig;nker&rdquo;. Det eneste, vi forventer af dig, er lysten til at l&aelig;re. Vi gl&aelig;der os til at se dig!</p>

<p>Kurset er opdelt i to dele. I f&oslash;rste del ser vi p&aring; forskellige datatyper i Python og p&aring;, hvordan data gemmes og h&aring;ndteres. Det fungerer som en introduktion til de mest grundl&aelig;ggende elementer i Python-programmering.</p>

<p>I anden del bygger vi videre p&aring; det grundl&aelig;ggende og sammens&aelig;tter byggestenene til sm&aring; scripts. Hvis du allerede har lidt erfaring med Python, kan du sagtens springe f&oslash;rste del over. Ellers anbefaler vi, at du starter med del 1 og derefter forts&aelig;tter med del 2.</p>

<p>&nbsp;</p>

<p><strong>Praktisk information:</strong> Vi arbejder i Jupyter Lab / Jupyter Notebook, som kr&aelig;ver en mindre installation. Du kan dog ogs&aring; v&aelig;lge at arbejde i Google Colab eller ERDA, som kun kr&aelig;ver henholdsvis en Google-konto eller en KU-konto. Du kan finde mere information og hj&aelig;lp under &ldquo;Install &amp; Run Python&rdquo; p&aring; kursussiden:<br />
<a href=""https://kubdatalab.github.io/python/docs/howto/setup.html"" target=""_blank"">https://kubdatalab.github.io/python/docs/howto/setup.html</a></p>

<p>&nbsp;</p>";https://kubkalender.kb.dk/event/4545160;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=4545160;98;0;Library Lighthouse, zone 1, Library Lighthouse, zone 2;41;Nørre Campus;38246;Summer School;28221;Daniel Pryn;pryn@kb.dk;Benjamin Derksen & Daniel Pryn;6416;Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;TRUE;#18E0F2;https://dkou0skpxpnwz.cloudfront.net/customers/105/images/python_summer_editiion.png;python summer edition;NA;0;0;NA;5673;FALSE;TRUE;2026-05-27T06:22:36Z;TRUE;2026-08-10T10:00:00Z;45;45;0;0;45;TRUE;NA;NA;NA;NA;NA;NA
4545160;Python for absolutte nybegyndere del 1 (dansk), #summer(school);FALSE;2026-08-10T07:01:00Z;2026-08-10T10:00:00Z;2026-05-27T06:22:36Z;"<p><br />
<strong>Dette kursus er en del af vores Python Sommerskole. Vi tilbyder Python-kurser hele ugen fra den 10.-14. august.<br />
Du kan tilmelde dig &eacute;t kursus eller lige s&aring; mange, du har lyst til.</strong></p>

<p>Python for absolutte nybegyndere del 1 &amp; 2 er vores grundkurser. N&aring;r du har gennemf&oslash;rt dem - eller hvis du allerede har tilsvarende erfaring med Python - kan du deltage p&aring; alle de &oslash;vrige Python-kurser i sommerskolen.</p>

<p>Du kan finde alt vores kursusmateriale her:&nbsp;<a href=""https://kubdatalab.github.io/python"" target=""_blank"">https://kubdatalab.github.io/python</a></p>

<p>Og tilmelde dig flere kurser her:&nbsp;<a href=""https://kubkalender.kb.dk/calendar/datalab"" target=""_blank"">https://kubkalender.kb.dk/calendar/datalab</a></p>

<p>---</p>

<p>Dette kursus er for studerende, der aldrig har programmeret f&oslash;r og gerne vil l&aelig;re Python helt fra bunden.</p>

<p>Virker matematik, tal og kryptiske Python-scripts lidt intimiderende? Bare rolig! Vi gennemg&aring;r alle de grundl&aelig;ggende begreber og byggesten trin for trin, s&aring; du kan komme godt i gang med Python - ogs&aring; selvom du aldrig har skrevet kode f&oslash;r.</p>

<p>Du bliver blandt andet introduceret til variabler og datatyper og l&aelig;rer at skrive simple scripts, der arbejder med data gennem eksempelvis lister, l&oslash;kker og betingelser. N&aring;r kurset er slut, vil du have en grundl&aelig;ggende forst&aring;else for, hvordan Python fungerer, og hvordan et computerprogram &ldquo;t&aelig;nker&rdquo;. Det eneste, vi forventer af dig, er lysten til at l&aelig;re. Vi gl&aelig;der os til at se dig!</p>

<p>Kurset er opdelt i to dele. I f&oslash;rste del ser vi p&aring; forskellige datatyper i Python og p&aring;, hvordan data gemmes og h&aring;ndteres. Det fungerer som en introduktion til de mest grundl&aelig;ggende elementer i Python-programmering.</p>

<p>I anden del bygger vi videre p&aring; det grundl&aelig;ggende og sammens&aelig;tter byggestenene til sm&aring; scripts. Hvis du allerede har lidt erfaring med Python, kan du sagtens springe f&oslash;rste del over. Ellers anbefaler vi, at du starter med del 1 og derefter forts&aelig;tter med del 2.</p>

<p>&nbsp;</p>

<p><strong>Praktisk information:</strong> Vi arbejder i Jupyter Lab / Jupyter Notebook, som kr&aelig;ver en mindre installation. Du kan dog ogs&aring; v&aelig;lge at arbejde i Google Colab eller ERDA, som kun kr&aelig;ver henholdsvis en Google-konto eller en KU-konto. Du kan finde mere information og hj&aelig;lp under &ldquo;Install &amp; Run Python&rdquo; p&aring; kursussiden:<br />
<a href=""https://kubdatalab.github.io/python/docs/howto/setup.html"" target=""_blank"">https://kubdatalab.github.io/python/docs/howto/setup.html</a></p>

<p>&nbsp;</p>";https://kubkalender.kb.dk/event/4545160;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=4545160;98;0;Library Lighthouse, zone 1, Library Lighthouse, zone 2;41;Nørre Campus;32027;Datalab;28221;Daniel Pryn;pryn@kb.dk;Benjamin Derksen & Daniel Pryn;6416;Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;TRUE;#18E0F2;https://dkou0skpxpnwz.cloudfront.net/customers/105/images/python_summer_editiion.png;python summer edition;NA;0;0;NA;5673;FALSE;TRUE;2026-05-27T06:22:36Z;TRUE;2026-08-10T10:00:00Z;45;45;0;0;45;TRUE;NA;NA;NA;NA;NA;NA
4542748;Python for Absolute Beginners pt. 1, #summer(school);FALSE;2026-08-10T11:01:00Z;2026-08-10T14:00:00Z;2026-05-18T10:02:23Z;"<p><br />
<strong>This course is part of our <em>Python Summer School</em>. We will offer courses throughout the week from August 10&ndash;14.<br />
You can sign up for one course or as many as you like.</strong></p>

<p><em>Python for Absolute Beginners</em> part 1 &amp; 2 are our core courses. After completing these (or if you already have Python knowledge equivalent to the course material), you can join all other Python courses in our Summer School.</p>

<p>You can find all of our course materials here:&nbsp;<a href=""https://kubdatalab.github.io/python"" target=""_blank"">https://kubdatalab.github.io/python</a></p>

<p>And sign up for more courses here:&nbsp;<a href=""https://kubkalender.kb.dk/calendar/datalab"" target=""_blank"">https://kubkalender.kb.dk/calendar/datalab</a></p>

<p>---</p>

<p>This course is intended for students who have never tried programming before and want to build their skills in Python from the bottom up.</p>

<p>Intimidated by mathematics, numbers, and obscure Python scripts? Don&rsquo;t be!&nbsp;We will be covering all the very basic concepts and building blocks in order to get complete beginners, who have no experience writing code, working in Python.</p>

<p>This will include explaining the concepts of variables and data types, as well generating some basic scripts to interact with these data, such as lists, loops, and conditionals.&nbsp;By the end of this course, you will have an understanding of the basic building blocks in Python. You will also come away with an appreciation for how a computer program &ldquo;thinks&rdquo;. All we require from you is a will to learn.&nbsp;We look forward to seeing you!</p>

<p>The course is divided&nbsp;in two parts. The first covers different datatypes in Python and how data is stored. In other words, it is an introduction to the building blocks of coding in Python.</p>

<p>The second part expands on this by putting these blocks together to create simple scripts. If you already have some understanding of Python, feel free to skip the first section. Otherwise, we recommend that you start with pt. 1 and then move on to pt. 2.</p>

<p>&nbsp;</p>

<p><strong>Practical information:</strong> We will be working in Jupyter Lab / Jupyter Notebook, which requires some installation, but you can also work in either Google Colabs or ERDA which require only a Google or KU account, respectively. For more information and help, consult &quot;Install &amp; Run Python&quot; on the course page:<br />
<a href=""https://kubdatalab.github.io/python/docs/howto/setup.html"" target=""_blank"">https://kubdatalab.github.io/python/docs/howto/setup.html</a></p>

<p>&nbsp;</p>";https://kubkalender.kb.dk/event/4542748;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=4542748;98;0;Library Lighthouse, zone 1, Library Lighthouse, zone 2;41;Nørre Campus;33562;Analysis;28221;Daniel Pryn;pryn@kb.dk;Benjamin Derksen & Daniel Pryn;6416;Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;TRUE;#18E0F2;https://dkou0skpxpnwz.cloudfront.net/customers/105/images/python_summer_editiion.png;python summer edition;NA;0;0;NA;5673;FALSE;TRUE;2026-05-18T10:02:23Z;TRUE;2026-08-10T14:00:00Z;45;45;0;0;45;TRUE;NA;NA;NA;NA;NA;NA
