"";"id";"title";"allday";"start";"end";"description";"url_public";"url_admin";"location_id";"location_type";"location_name";"campus_id";"campus_name";"category_id";"category_name";"owner_id";"owner_name";"presenter";"calendar_id";"calendar_name";"calendar_public";"calendar_admin";"registration";"color";"featured_image";"more_info";"setup_time";"teardown_time";"has_registration_opened";"has_registration_closed";"physical_seats";"physical_seats_taken";"online_seats";"online_seats_taken";"seats_taken";"wait_list"
"1";3498777;"Generelt dataværksted";FALSE;"2020-09-02T12:30:00+02:00";"2020-09-02T14:30:00+02:00";"<p><span style=""font-family: Arial, Helvetica, Verdana; font-size: 12px; background-color: rgb(245, 245, 245);"">Denne gang fokuserer vi ikke p&aring; specielle programmer, men koncentrerer os helt om data og hvad man kan g&oslash;re med dem. Tag dine egne data med, og lad os sammen se hvad vi kan f&aring; ud af dem.</span></p>";"https://kubkalender.kb.dk/event/3498777";"https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=3498777";4360;0;"KUB Nord: Data Lab";41;"KUB Nord - Natur og Sundhedsvidenskab, Nørre Allé 49, 2200 København N";32027;"Datalab";16332;"Christian Knudsen";"Henrik Hornemann";6416;"KUB Datalab";"https://kubkalender.kb.dk/calendar/datalab";"https://kubkalender.kb.dk/admin/calendar/6416";FALSE;"#18E0F2";"//lcimages-eu.s3.amazonaws.com/data/feat_img/1069/56/1516193911.jpg";"";0;0;NA;NA;NA;NA;NA;NA;NA;NA
"2";3498778;"Generelt dataværksted";FALSE;"2020-09-09T12:30:00+02:00";"2020-09-09T14:30:00+02:00";"<p><span style=""font-family: Arial, Helvetica, Verdana; font-size: 12px; background-color: rgb(245, 245, 245);"">Denne gang fokuserer vi ikke p&aring; specielle programmer, men koncentrerer os helt om data og hvad man kan g&oslash;re med dem. Tag dine egne data med, og lad os sammen se hvad vi kan f&aring; ud af dem.</span></p>";"https://kubkalender.kb.dk/event/3498778";"https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=3498778";4360;0;"KUB Nord: Data Lab";41;"KUB Nord - Natur og Sundhedsvidenskab, Nørre Allé 49, 2200 København N";32027;"Datalab";16332;"Christian Knudsen";"Henrik Hornemann";6416;"KUB Datalab";"https://kubkalender.kb.dk/calendar/datalab";"https://kubkalender.kb.dk/admin/calendar/6416";FALSE;"#18E0F2";"//lcimages-eu.s3.amazonaws.com/data/feat_img/1069/56/1516193911.jpg";"";0;0;NA;NA;NA;NA;NA;NA;NA;NA
"3";3498779;"Generelt dataværksted";FALSE;"2020-09-16T12:30:00+02:00";"2020-09-16T14:30:00+02:00";"<p><span style=""font-family: Arial, Helvetica, Verdana; font-size: 12px; background-color: rgb(245, 245, 245);"">Denne gang fokuserer vi ikke p&aring; specielle programmer, men koncentrerer os helt om data og hvad man kan g&oslash;re med dem. Tag dine egne data med, og lad os sammen se hvad vi kan f&aring; ud af dem.</span></p>";"https://kubkalender.kb.dk/event/3498779";"https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=3498779";4360;0;"KUB Nord: Data Lab";41;"KUB Nord - Natur og Sundhedsvidenskab, Nørre Allé 49, 2200 København N";32027;"Datalab";16332;"Christian Knudsen";"Henrik Hornemann";6416;"KUB Datalab";"https://kubkalender.kb.dk/calendar/datalab";"https://kubkalender.kb.dk/admin/calendar/6416";FALSE;"#18E0F2";"//lcimages-eu.s3.amazonaws.com/data/feat_img/1069/56/1516193911.jpg";"";0;0;NA;NA;NA;NA;NA;NA;NA;NA
"4";3498780;"Generelt dataværksted";FALSE;"2020-09-23T12:30:00+02:00";"2020-09-23T14:30:00+02:00";"<p><span style=""font-family: Arial, Helvetica, Verdana; font-size: 12px; background-color: rgb(245, 245, 245);"">Denne gang fokuserer vi ikke p&aring; specielle programmer, men koncentrerer os helt om data og hvad man kan g&oslash;re med dem. Tag dine egne data med, og lad os sammen se hvad vi kan f&aring; ud af dem.</span></p>";"https://kubkalender.kb.dk/event/3498780";"https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=3498780";4360;0;"KUB Nord: Data Lab";41;"KUB Nord - Natur og Sundhedsvidenskab, Nørre Allé 49, 2200 København N";32027;"Datalab";16332;"Christian Knudsen";"Henrik Hornemann";6416;"KUB Datalab";"https://kubkalender.kb.dk/calendar/datalab";"https://kubkalender.kb.dk/admin/calendar/6416";FALSE;"#18E0F2";"//lcimages-eu.s3.amazonaws.com/data/feat_img/1069/56/1516193911.jpg";"";0;0;NA;NA;NA;NA;NA;NA;NA;NA
"5";3513887;"Basic introduction to OpenRefine – cleaning messy data";FALSE;"2020-09-25T13:00:00+02:00";"2020-09-25T14:00:00+02:00";"<p>OpenRefine is a free tool, which can help you clean messy data. At the course you will import an excel-file to OpenRefine, work with several data cleaning options in OpenRefine, and export the file to excel after the cleaning. You will edit the data via OpenRefine&rsquo;s graphical user interface as well as via simple coding. In addition to these hands-on exercises, you will see examples of how OpenRefine can be used to enrich your data with data from online sources.</p>

<p>The course is a basic introduction. You are not expected to have worked with OpenRefine before the course.</p>

<p>Requirements:</p>

<ul>
	<li>Excel user (familiar with basic use of excel)</li>
	<li>PC user (We are developing a course for Mac users but we are not ready yet)</li>
</ul>

<p>Your preparation before the course:</p>

<ul>
	<li>Install OpenRefine on your PC: <a href=""https://openrefine.org/download.html"">https://openrefine.org/download.html</a></li>
	<li>If possible, bring your own excelfile with messy data. If you have specific questions about how to clean you data, please send the question and excel-file to datalab-kub@kb.dk&nbsp;at least two days before the course. If you don&rsquo;t have an excelfile with messy data the course instructor has a file you can use.</li>
</ul>

<p>After the course the participants have:</p>

<ul>
	<li>Imported an excel file to OpenRefine</li>
	<li>Exported data from OpenRefine to excel</li>
	<li>Worked with simple data cleaning operations via OpenRefine&rsquo;s graphical user interface</li>
	<li>Worked with simple data cleaning operations via OpenRefine&rsquo;s simple coding (GREL and Regular Expressions)</li>
	<li>Got a brief introduction to how OpenRefine can help you enrich your data with data from online sources.</li>
</ul>";"https://kubkalender.kb.dk/event/3513887";"https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=3513887";4360;0;"KUB Nord: Data Lab";41;"KUB Nord - Natur og Sundhedsvidenskab, Nørre Allé 49, 2200 København N";32027;"Datalab";16332;"Christian Knudsen";"Marianne Gauffriau & Erik Schwägermann";6416;"KUB Datalab";"https://kubkalender.kb.dk/calendar/datalab";"https://kubkalender.kb.dk/admin/calendar/6416";FALSE;"#18E0F2";"https://lcimages-eu.s3.amazonaws.com/data/feat_img/1069/6416/1600337889.png";"";0;0;NA;NA;NA;NA;NA;NA;NA;NA
"6";3498781;"Generelt dataværksted";FALSE;"2020-09-30T12:30:00+02:00";"2020-09-30T14:30:00+02:00";"<p><span style=""font-family: Arial, Helvetica, Verdana; font-size: 12px; background-color: rgb(245, 245, 245);"">Denne gang fokuserer vi ikke p&aring; specielle programmer, men koncentrerer os helt om data og hvad man kan g&oslash;re med dem. Tag dine egne data med, og lad os sammen se hvad vi kan f&aring; ud af dem.</span></p>";"https://kubkalender.kb.dk/event/3498781";"https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=3498781";4360;0;"KUB Nord: Data Lab";41;"KUB Nord - Natur og Sundhedsvidenskab, Nørre Allé 49, 2200 København N";32027;"Datalab";16332;"Christian Knudsen";"Henrik Hornemann";6416;"KUB Datalab";"https://kubkalender.kb.dk/calendar/datalab";"https://kubkalender.kb.dk/admin/calendar/6416";FALSE;"#18E0F2";"//lcimages-eu.s3.amazonaws.com/data/feat_img/1069/56/1516193911.jpg";"";0;0;NA;NA;NA;NA;NA;NA;NA;NA
"7";3498782;"Generelt dataværksted";FALSE;"2020-10-07T12:30:00+02:00";"2020-10-07T14:30:00+02:00";"<p><span style=""font-family: Arial, Helvetica, Verdana; font-size: 12px; background-color: rgb(245, 245, 245);"">Denne gang fokuserer vi ikke p&aring; specielle programmer, men koncentrerer os helt om data og hvad man kan g&oslash;re med dem. Tag dine egne data med, og lad os sammen se hvad vi kan f&aring; ud af dem.</span></p>";"https://kubkalender.kb.dk/event/3498782";"https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=3498782";4360;0;"KUB Nord: Data Lab";41;"KUB Nord - Natur og Sundhedsvidenskab, Nørre Allé 49, 2200 København N";32027;"Datalab";16332;"Christian Knudsen";"Henrik Hornemann";6416;"KUB Datalab";"https://kubkalender.kb.dk/calendar/datalab";"https://kubkalender.kb.dk/admin/calendar/6416";FALSE;"#18E0F2";"//lcimages-eu.s3.amazonaws.com/data/feat_img/1069/56/1516193911.jpg";"";0;0;NA;NA;NA;NA;NA;NA;NA;NA
"8";3498783;"Generelt dataværksted";FALSE;"2020-10-14T12:30:00+02:00";"2020-10-14T14:30:00+02:00";"<p><span style=""font-family: Arial, Helvetica, Verdana; font-size: 12px; background-color: rgb(245, 245, 245);"">Denne gang fokuserer vi ikke p&aring; specielle programmer, men koncentrerer os helt om data og hvad man kan g&oslash;re med dem. Tag dine egne data med, og lad os sammen se hvad vi kan f&aring; ud af dem.</span></p>";"https://kubkalender.kb.dk/event/3498783";"https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=3498783";4360;0;"KUB Nord: Data Lab";41;"KUB Nord - Natur og Sundhedsvidenskab, Nørre Allé 49, 2200 København N";32027;"Datalab";16332;"Christian Knudsen";"Henrik Hornemann";6416;"KUB Datalab";"https://kubkalender.kb.dk/calendar/datalab";"https://kubkalender.kb.dk/admin/calendar/6416";FALSE;"#18E0F2";"//lcimages-eu.s3.amazonaws.com/data/feat_img/1069/56/1516193911.jpg";"";0;0;NA;NA;NA;NA;NA;NA;NA;NA
"9";3513889;"Basic introduction to OpenRefine – cleaning messy data";FALSE;"2020-10-20T10:00:00+02:00";"2020-10-20T11:00:00+02:00";"<p>OpenRefine is a free tool, which can help you clean messy data. At the course you will import an excel-file to OpenRefine, work with several data cleaning options in OpenRefine, and export the file to excel after the cleaning. You will edit the data via OpenRefine&rsquo;s graphical user interface as well as via simple coding. In addition to these hands-on exercises, you will see examples of how OpenRefine can be used to enrich your data with data from online sources.</p>

<p>The course is a basic introduction. You are not expected to have worked with OpenRefine before the course.</p>

<p>Requirements:</p>

<ul>
	<li>Excel user (familiar with basic use of excel)</li>
	<li>PC user (We are developing a course for Mac users but we are not ready yet)</li>
</ul>

<p>Your preparation before the course:</p>

<ul>
	<li>Install OpenRefine on your PC: <a href=""https://openrefine.org/download.html"">https://openrefine.org/download.html</a></li>
	<li>If possible, bring your own excelfile with messy data. If you have specific questions about how to clean you data, please send the question and excel-file to kubdatalab@kb.dk at least two days before the course. If you don&rsquo;t have an excelfile with messy data the course instructor has a file you can use.</li>
</ul>

<p>After the course the participants have:</p>

<ul>
	<li>Imported an excel file to OpenRefine</li>
	<li>Exported data from OpenRefine to excel</li>
	<li>Worked with simple data cleaning operations via OpenRefine&rsquo;s graphical user interface</li>
	<li>Worked with simple data cleaning operations via OpenRefine&rsquo;s simple coding (GREL and Regular Expressions)</li>
	<li>Got a brief introduction to how OpenRefine can help you enrich your data with data from online sources.</li>
</ul>

<div>No registration required - just show up!</div>";"https://kubkalender.kb.dk/event/3513889";"https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=3513889";4360;0;"KUB Nord: Data Lab";41;"KUB Nord - Natur og Sundhedsvidenskab, Nørre Allé 49, 2200 København N";32027;"Datalab";16332;"Christian Knudsen";"Marianne Gauffriau & Erik Schwägermann";6416;"KUB Datalab";"https://kubkalender.kb.dk/calendar/datalab";"https://kubkalender.kb.dk/admin/calendar/6416";FALSE;"#18E0F2";"https://lcimages-eu.s3.amazonaws.com/data/feat_img/1069/6416/1600337889.png";"";0;0;NA;NA;NA;NA;NA;NA;NA;NA
"10";3498784;"Generelt dataværksted";FALSE;"2020-10-21T12:30:00+02:00";"2020-10-21T14:30:00+02:00";"<p><span style=""font-family: Arial, Helvetica, Verdana; font-size: 12px; background-color: rgb(245, 245, 245);"">Denne gang fokuserer vi ikke p&aring; specielle programmer, men koncentrerer os helt om data og hvad man kan g&oslash;re med dem. Tag dine egne data med, og lad os sammen se hvad vi kan f&aring; ud af dem.</span></p>";"https://kubkalender.kb.dk/event/3498784";"https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=3498784";4360;0;"KUB Nord: Data Lab";41;"KUB Nord - Natur og Sundhedsvidenskab, Nørre Allé 49, 2200 København N";32027;"Datalab";16332;"Christian Knudsen";"Henrik Hornemann";6416;"KUB Datalab";"https://kubkalender.kb.dk/calendar/datalab";"https://kubkalender.kb.dk/admin/calendar/6416";FALSE;"#18E0F2";"//lcimages-eu.s3.amazonaws.com/data/feat_img/1069/56/1516193911.jpg";"";0;0;NA;NA;NA;NA;NA;NA;NA;NA
"11";3498785;"Generelt dataværksted";FALSE;"2020-10-28T12:30:00+01:00";"2020-10-28T14:30:00+01:00";"<p><span style=""font-family: Arial, Helvetica, Verdana; font-size: 12px; background-color: rgb(245, 245, 245);"">Denne gang fokuserer vi ikke p&aring; specielle programmer, men koncentrerer os helt om data og hvad man kan g&oslash;re med dem. Tag dine egne data med, og lad os sammen se hvad vi kan f&aring; ud af dem.</span></p>";"https://kubkalender.kb.dk/event/3498785";"https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=3498785";4360;0;"KUB Nord: Data Lab";41;"KUB Nord - Natur og Sundhedsvidenskab, Nørre Allé 49, 2200 København N";32027;"Datalab";16332;"Christian Knudsen";"Henrik Hornemann";6416;"KUB Datalab";"https://kubkalender.kb.dk/calendar/datalab";"https://kubkalender.kb.dk/admin/calendar/6416";FALSE;"#18E0F2";"//lcimages-eu.s3.amazonaws.com/data/feat_img/1069/56/1516193911.jpg";"";0;0;NA;NA;NA;NA;NA;NA;NA;NA
"12";3498786;"Python introduktion";FALSE;"2020-11-04T12:30:00+01:00";"2020-11-04T14:30:00+01:00";"<p><span style=""font-family: Arial, Helvetica, Verdana; font-size: 12px; background-color: rgb(245, 245, 245);""></span></p>

<p>Programmeringssproget Python er meget nyttigt til avanceret arbejde med store m&aelig;ngder af data.&nbsp;</p>

<p>Vi begynder helt fra bunden, s&aring; alle kan v&aelig;re med!</p>

<p><span style=""font-family: Arial, Helvetica, Verdana; font-size: 12px; background-color: rgb(245, 245, 245);""></span></p>";"https://kubkalender.kb.dk/event/3498786";"https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=3498786";4360;0;"KUB Nord: Data Lab";41;"KUB Nord - Natur og Sundhedsvidenskab, Nørre Allé 49, 2200 København N";32027;"Datalab";16332;"Christian Knudsen";"Henrik Hornemann";6416;"KUB Datalab";"https://kubkalender.kb.dk/calendar/datalab";"https://kubkalender.kb.dk/admin/calendar/6416";FALSE;"#18E0F2";"//lcimages-eu.s3.amazonaws.com/data/feat_img/1069/56/1516193911.jpg";"";0;0;NA;NA;NA;NA;NA;NA;NA;NA
"13";3498787;"Generelt dataværksted";FALSE;"2020-11-11T12:30:00+01:00";"2020-11-11T14:30:00+01:00";"<p><span style=""font-family: Arial, Helvetica, Verdana; font-size: 12px; background-color: rgb(245, 245, 245);"">Denne gang fokuserer vi ikke p&aring; specielle programmer, men koncentrerer os helt om data og hvad man kan g&oslash;re med dem. Tag dine egne data med, og lad os sammen se hvad vi kan f&aring; ud af dem.</span></p>";"https://kubkalender.kb.dk/event/3498787";"https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=3498787";4360;0;"KUB Nord: Data Lab";41;"KUB Nord - Natur og Sundhedsvidenskab, Nørre Allé 49, 2200 København N";32027;"Datalab";16332;"Christian Knudsen";"Henrik Hornemann";6416;"KUB Datalab";"https://kubkalender.kb.dk/calendar/datalab";"https://kubkalender.kb.dk/admin/calendar/6416";FALSE;"#18E0F2";"//lcimages-eu.s3.amazonaws.com/data/feat_img/1069/56/1516193911.jpg";"";0;0;NA;NA;NA;NA;NA;NA;NA;NA
